,index,English,Hebrew
2228,7047,gratis,חנם
2229,7048,tonnage,טנם
2230,7053,napping,ננם
2231,7061,give,תנם
2232,7062,Anna,אנן
2233,7064,gardener,גנן
2234,7066,here,הנן
2235,7071,Yanan,ינן
2236,7072,capstan,כנן
2237,7073,Lena,לנן
2238,7076,filter,סנן
2239,7077,cloud,ענן
2240,7079,chill,צנן
2241,7082,denture,שנן
2242,7083,give,תנן
2243,7084,rapist,אנס
2244,7094,conference,כנס
2245,7097,dwarf,ננס
2246,7100,lantern,פנס
2247,7102,fine,קנס
2248,7106,Ana,אנע
2249,7107,built,בנע
2250,7108,guilt,גנע
2251,7109,Dana,דנע
2252,7110,propulsion,הנע
2253,7112,fornication,זנע
2254,7115,move,ינע
2255,7116,submit,כנע
2256,7121,Ana,ענע
2257,7123,austerity,צנע
2258,7125,Rana,רנע
2259,7126,moving,שנע
2260,7127,momentum,תנע
2261,7128,snipe,אנף
2262,7132,swing,הנף
2263,7134,vine,זנף
2264,7138,wing,כנף
2265,7141,wave,ננף
2266,7143,branch,ענף
2267,7148,vanilla,שנף
2268,7149,swing,תנף
2269,7167,twinkle,צנץ
2270,7170,lace,שנץ
2271,7176,Hank,הנק
2272,7179,suffocation,חנק
2273,7180,tank,טנק
2274,7188,pamper,פנק
2275,7195,banner,בנר
2276,7204,violinist,כנר
2277,7208,apron,סנר
2278,7231,punishment,ענש
2279,7233,sneeze,צנש
2280,7238,you,אנת
2281,7239,daughter,בנת
2282,7240,garden,גנת
2283,7242,here,הנת
2284,7244,fornication,זנת
2285,7248,sincere,כנת
2286,7250,portion,מנת
2287,7253,Anat,ענת
2288,7254,turned,פנת
2289,7256,Kenneth,קנת
2290,7259,gave,תנת
2291,7260,Asa,אסא
2292,7270,chair,כסא
2293,7275,Asa,עסא
2294,7276,pesa,פסא
2295,7294,bearing,מסב
2296,7310,zag,זסג
2297,7316,alloy,מסג
2298,7319,preoccupation,עסג
2299,7328,body,גסד
2300,7329,sandal,דסד
2301,7331,brace,וסד
2302,7333,grace,חסד
2303,7336,brace,כסד
2304,7338,foundation,מסד
2305,7342,loss,פסד
2306,7344,helmet,קסד
2307,7346,splint,שסד
2308,7347,brace,תסד
2309,7348,Asa,אסה
2310,7350,rude,גסה
2311,7355,lettuce,חסה
2312,7358,cover,כסה
2313,7360,mass,מסה
2314,7363,massage,עסה
2315,7364,slice,פסה
2316,7367,thin,רסה
2317,7372,rude,גסו
2318,7376,move,זסו
2319,7377,protect,חסו
2320,7378,fly,טסו
2321,7379,Jesus,יסו
2322,7385,massage,עסו
2323,7386,peso,פסו
2324,7387,fly,צסו
2325,7392,ass,אסז
2326,7398,move,זסז
2327,7402,ass,כסז
2328,7406,sizzle,ססז
2329,7409,sizzle,צסז
2330,7410,sixteen,קסז
2331,7412,move,שסז
2332,7413,move,תסז
2333,7418,divert,הסח
2334,7424,mow,כסח
2335,7429,busy,עסח
2336,7441,vest,וסט
2337,7442,zest,זסט
2338,7444,test,טסט
2339,7451,ate,עסט
2340,7457,shift,תסט
2341,7459,Bessie,בסי
2342,7460,rude,גסי
2343,7471,miraculous,נסי
2344,7474,striped,פסי
2345,7476,Cassie,קסי
2346,7478,chassis,שסי
2347,7482,rude,גסך
2348,7484,total,הסך
2349,7486,Zach,זסך
2350,7487,save,חסך
2351,7490,amount,כסך
2352,7492,screen,מסך
2353,7493,libation,נסך
2354,7495,business,עסך
2355,7501,close,תסך
2356,7502,yoke,אסל
2357,7509,eliminate,חסל
2358,7518,statue,פסל
2359,7521,Russell,רסל
2360,7523,Thessalian,תסל
2361,7524,barn,אסם
2362,7526,fat,גסם
2363,7531,block,חסם
2364,7542,magic,קסם
2365,7544,Sam,שסם
2366,7545,Sam,תסם
2367,7565,curb,רסן
2368,7568,ace,אסס
2369,7569,base,בסס
2370,7570,dying,גסס
2371,7571,mash,דסס
2372,7574,move,זסס
2373,7580,Mass,מסס
2374,7581,hesitate,נסס
2375,7583,juice,עסס
2376,7587,spray,רסס
2377,7589,fizz,תסס
2378,7598,traveled,טסע
2379,7603,traveled,נסע
2380,7605,ase,עסע
2381,7606,step,פסע
2382,7610,cleft,שסע
2383,7611,drive,תסע
2384,7625,added,נסף
2385,7627,branch,עסף
2386,7630,magic,קסף
2387,7633,add,תסף
2388,7635,Bast,בסץ
2389,7645,last,לסץ
2390,7649,ass,עסץ
2391,7652,cast,קסץ
2392,7668,conclusion,מסק
2393,7675,puree,רסק
2394,7676,loquat,שסק
2395,7680,bridge,גסר
2396,7685,short,חסר
2397,7687,regret,יסר
2398,7694,Passer,פסר
2399,7695,Caesar,צסר
2400,7699,remove,תסר
2401,7706,move,זסש
2402,7712,touching,מסש
2403,7723,Seth,בסת
2404,7724,rude,גסת
2405,7726,August,הסת
2406,7729,lettuce,חסת
2407,7731,yest,יסת
2408,7732,quilt,כסת
2409,7733,jaw,לסת
2410,7734,Mass,מסת
2411,7740,inkwell,קסת
2412,7748,the,העא
2413,7752,wrong,טעא
2414,7757,nice,נעא
2415,7761,howl,צעא
2416,7763,bad,רעא
2417,7769,bear,דעב
2418,7772,anger,זעב
2419,7773,abominable,חעב
2420,7774,natural,טעב
2421,7778,thick,מעב
2422,7781,foggy,עעב
2423,7783,sad,צעב
2424,7785,hunger,רעב
2425,7787,thick,תעב
2426,7788,mock,אעג
2427,7790,taunt,געג
2428,7795,holiday,חעג
2429,7799,mockery,לעג
2430,7801,teasing,נעג
2431,7806,keg,קעג
2432,7809,tease,תעג
2433,7811,for,בעד
2434,7812,Ged,געד
2435,7817,sharp,חעד
2436,7818,Ted,טעד
2437,7819,target,יעד
2438,7821,forever,לעד
2439,7822,lapse,מעד
2440,7824,welfare,סעד
2441,7825,witness,עעד
2442,7827,step,צעד
2443,7828,stepped,קעד
2444,7829,tremor,רעד
2445,7830,until,שעד
2446,7832,ah,אעה
2447,7833,expressed,בעה
2448,7835,opinion,דעה
2449,7838,perspiration,זעה
2450,7841,dustpan,יעה
2451,7842,now,כעה
2452,7843,Leah,לעה
2453,7845,moving,נעה
2454,7846,drive,סעה
2455,7848,beat,פעה
2456,7851,evil,רעה
2457,7852,hour,שעה
2458,7855,in,בעו
2459,7857,know,דעו
2460,7858,the,העו
2461,7864,so,כעו
2462,7865,to,לעו
2463,7866,twisted,מעו
2464,7868,drive,סעו
2465,7870,act,פעו
2466,7871,walk,צעו
2467,7873,graze,רעו
2468,7877,goat,בעז
2469,7878,Ges,געז
2470,7885,dare,יעז
2471,7894,cheese,קעז
2472,7895,angry,רעז
2473,7897,dare,תעז
2474,7908,angry,כעח
2475,7909,laugh,לעח
2476,7916,stubborn,קעח
2477,7918,fun,שעח
2478,7919,heck,תעח
2479,7927,hit,חעט
2480,7929,pen,יעט
2481,7931,pen,לעט
2482,7933,Net,נעט
2483,7934,Seth,סעט
2484,7936,fat,פעט
2485,7937,step,צעט
2486,7939,shook,רעט
2487,7940,swam,שעט
2488,7943,problem,בעי
2489,7944,gay,געי
2490,7945,know,דעי
2491,7949,alive,חעי
2492,7950,wrong,טעי
2493,7954,bowel,מעי
2494,7955,moving,נעי
2495,7962,Shai,שעי
2496,7964,squeal,אעך
2497,7965,squeal,בעך
2498,7969,and,ועך
2499,7974,pretzel,כעך
2500,7976,crushed,מעך
2501,7979,gnaw,עעך
2502,7984,shrunk,שעך
2503,7985,pee,תעך
2504,7987,husband,בעל
2505,7988,gel,געל
2506,7989,Del,דעל
2507,7996,as,כעל
2508,7998,above,מעל
2509,7999,shoe,נעל
2510,8002,act,פעל
2511,8005,poison,רעל
2512,8006,on,שעל
2513,8007,channel,תעל
2514,8010,moan,געם
2515,8016,taste,טעם
2516,8017,yam,יעם
2517,8021,Noam,נעם
2518,8022,Sam,סעם
2519,8024,time,פעם
2520,8028,cork,שעם
2521,8029,with,תעם
2522,8031,Ben,בען
2523,8034,answer,הען
2524,8036,see,זען
2525,8037,han,חען
2526,8038,claim,טען
2527,8039,ostrich,יען
2528,8041,Len,לען
2529,8042,address,מען
2530,8047,ten,צען
2531,8048,ken,קען
2532,8049,fresh,רען
2533,8050,watchmaker,שען
2534,8051,answer,תען
2535,8052,angry,אעס
2536,8054,guess,געס
2537,8057,and,ועס
2538,8058,angry,זעס
2539,8059,angry,חעס
2540,8060,Tess,טעס
2541,8061,yes,יעס
2542,8062,anger,כעס
2543,8064,massage,מעס
2544,8067,angry,עעס
2545,8068,step,פעס
2546,8072,sat,שעס
2547,8073,chew,תעס
2548,8075,baa,בעע
2549,8076,touch,געע
2550,8077,know,דעע
2551,8078,the,העע
2552,8079,and,ועע
2553,8080,sweat,זעע
2554,8084,now,כעע
2555,8085,lick,לעע
2556,8087,moving,נעע
2557,8088,split,סעע
2558,8090,beat,פעע
2559,8093,bad,רעע
2560,8098,gasp,געף
2561,8099,page,דעף
2562,8102,rage,זעף
2563,8104,hit,טעף
2564,8105,volley,יעף
2565,8106,fly,כעף
2566,8108,flying,מעף
2567,8110,section,סעף
2568,8111,flew,עעף
2569,8112,flutter,פעף
2570,8113,scarf,צעף
2571,8114,kef,קעף
2572,8115,tile,רעף
2573,8118,advise,אעץ
2574,8127,advised,יעץ
2575,8131,thumbtack,נעץ
2576,8133,advised,עעץ
2577,8134,burst,פעץ
2578,8137,rattle,רעץ
2579,8139,advise,תעץ
2580,8145,and,ועק
2581,8148,Tech,טעק
2582,8151,Lak,לעק
2583,8152,Mac,מעק
2584,8155,stubborn,עעק
2585,8161,bark,תעק
2586,8163,burned,בער
2587,8169,sorry,חער
2588,8171,forest,יער
2589,8175,boy,נער
2590,8176,storm,סער
2591,8177,awake,עער
2592,8178,gap,פער
2593,8179,grief,צער
2594,8180,syncline,קער
2595,8183,razor,תער
2596,8184,fire,אעש
2597,8186,volcano,געש
2598,8187,dash,דעש
2599,8190,rage,זעש
2600,8191,fire,חעש
2601,8196,action,מעש
2602,8197,done,נעש
2603,8206,time,אעת
2604,8209,knowledge,דעת
2605,8213,now,חעת
2606,8215,when,יעת
2607,8216,now,כעת
2608,8218,from,מעת
2609,8219,moving,נעת
2610,8225,bad,רעת
2611,8236,tapa,טפא
2612,8238,Kafa,כפא
2613,8242,spa,ספא
2614,8244,papa,פפא
2615,8246,froze,קפא
2616,8276,premature,הפג
2617,8279,celebrated,חפג
2618,8284,from,מפג
2619,8286,absorbed,ספג
2620,8293,expire,תפג
2621,8308,lamentation,ספד
2622,8313,upholsterer,רפד
2623,8316,nose,אפה
2624,8324,tap,טפה
2625,8326,palm,כפה
2626,8327,here,לפה
2627,8329,sieve,נפה
2628,8330,sofa,ספה
2629,8331,flying,עפה
2630,8333,watch,צפה
2631,8334,coffee,קפה
2632,8335,weak,רפה
2633,8336,language,שפה
2634,8348,forced,כפו
2635,8355,watch,צפו
2636,8357,relax,רפו
2637,8370,leapt,כפז
2638,8372,reward,מפז
2639,8377,click,צפז
2640,8385,push,דפח
2641,8388,tin,זפח
2642,8389,tin,חפח
2643,8390,pat,טפח
2644,8391,tinker,יפח
2645,8394,disappointment,מפח
2646,8395,volume,נפח
2647,8396,attachment,ספח
2648,8398,tin,פפח
2649,8399,slate,צפח
2650,8403,swelling,תפח
2651,8412,wallpaper,טפט
2652,8416,Matt,מפט
2653,8417,oil,נפט
2654,8418,Sept,ספט
2655,8423,rapt,רפט
2656,8424,judge,שפט
2657,8425,tapestry,תפט
2658,8426,epic,אפי
2659,8428,body,גפי
2660,8434,Taffy,טפי
2661,8435,beautiful,יפי
2662,8436,as,כפי
2663,8440,liminal,ספי
2664,8452,opposite,הפך
2665,8456,tap,טפך
2666,8463,Afar,עפך
2667,8465,swashbuckler,צפך
2668,8467,soft,רפך
2669,8468,estuary,שפך
2670,8475,wafer,ופל
2671,8480,multiplication,כפל
2672,8482,waterfall,מפל
2673,8484,cup,ספל
2674,8487,spelt,צפל
2675,8488,fold,קפל
2676,8489,rappel,רפל
2677,8498,mustache,זפם
2678,8499,warm,חפם
2679,8501,Japan,יפם
2680,8503,before,לפם
2681,8512,mustache,שפם
2682,8516,vine,גפן
2683,8523,Japan,יפן
2684,8524,famine,כפן
2685,8528,sailor,ספן
2686,8529,opening,עפן
2687,8531,coder,צפן
2688,8532,cap,קפן
2689,8534,rabbit,שפן
2690,8535,turn,תפן
2691,8536,zero,אפס
2692,8557,catch,תפס
2693,8558,nothingness,אפע
2694,8572,plenty,ספע
2695,8575,viper,צפע
2696,8578,abundance,שפע
2697,8583,page,דפף
2698,8588,tap,טפף
2699,8589,nice,יפף
2700,8590,flexure,כפף
2701,8593,waved,נפף
2702,8595,fly,עפף
2703,8602,hit,אפץ
2704,8606,spread,הפץ
2705,8608,exploded,זפץ
2706,8609,object,חפץ
2707,8613,burst,לפץ
2708,8614,maul,מפץ
2709,8615,detonator,נפץ
2710,8616,splashed,ספץ
2711,8618,exploded,פפץ
2712,8623,spread,תפץ
2713,8626,goiter,גפק
2714,8628,produce,הפק
2715,8630,goiter,זפק
2716,8631,heck,חפק
2717,8632,knock,טפק
2718,8634,cup,כפק
2719,8635,produce,לפק
2720,8636,producer,מפק
2721,8637,issue,נפק
2722,8641,peritoneum,צפק
2723,8643,elbow,רפק
2724,8644,nipple,שפק
2725,8645,produce,תפק
2726,8646,ash,אפר
2727,8654,claw,טפר
2728,8658,violator,מפר
2729,8661,dirt,עפר
2730,8663,ornithologist,צפר
2731,8664,caper,קפר
2732,8666,improve,שפר
2733,8667,seam,תפר
2734,8668,here,אפש
2735,8676,goofy,טפש
2736,8678,slander,כפש
2737,8681,soul,נפש
2738,8683,now,עפש
2739,8687,slime,רפש
2740,8689,catch,תפש
2741,8690,oven,אפת
2742,8696,tar,זפת
2743,8697,cuff,חפת
2744,8699,Japheth,יפת
2745,8700,knot,כפת
2746,8701,turnip,לפת
2747,8702,map,מפת
2748,8704,sofa,ספת
2749,8709,cowshed,רפת
2750,8710,language,שפת
2751,8715,leave,דצא
2752,8719,half,חצא
2753,8724,found,מצא
2754,8730,assign,קצא
2755,8731,ran,רצא
2756,8743,stood,יצב
2757,8745,turtle,לצב
2758,8747,quadrature,נצב
2759,8752,rate,קצב
2760,8753,row,רצב
2761,8754,turtle,שצב
2762,8755,place,תצב
2763,8756,representative,אצג
2764,8767,monitor,לצג
2765,8768,display,מצג
2766,8770,display,סצג
2767,8771,design,עצג
2768,8773,monitor,צצג
2769,8774,end,קצג
2770,8778,side,אצד
2771,8779,aside,בצד
2772,8781,where,דצד
2773,8787,where,יצד
2774,8790,pillbox,מצד
2775,8791,sided,נצד
2776,8793,side,עצד
2777,8799,side,תצד
2778,8800,seaweed,אצה
2779,8801,marsh,בצה
2780,8804,fire,הצה
2781,8805,and,וצה
2782,8807,crossed,חצה
2783,8815,advice,עצה
2784,8818,end,קצה
2785,8819,ran,רצה
2786,8829,crossed,חצו
2787,8831,ordered,יצו
2788,8834,commandment,מצו
2789,8837,advice,עצו
2790,8842,ordered,שצו
2791,8843,order,תצו
2792,8850,move,זצז
2793,8853,Izzy,יצז
2794,8860,exploded,פצז
2795,8861,sizzle,צצז
2796,8872,won,זצח
2797,8875,won,יצח
2798,8878,forehead,מצח
2799,8881,ace,עצח
2800,8882,cracked,פצח
2801,8885,murder,רצח
2802,8886,clean,שצח
2803,8887,win,תצח
2804,8894,cite,זצט
2805,8904,firecracker,פצט
2806,8905,twitter,צצט
2807,8925,woody,עצי
2808,8926,Patsy,פצי
2809,8928,end,קצי
2810,8931,fire,תצי
2811,8950,edge,קצך
2812,8951,ran,רצך
2813,8954,at,אצל
2814,8961,lazy,חצל
2815,8966,shady,מצל
2816,8969,lazy,עצל
2817,8970,shale,פצל
2818,8974,shadow,שצל
2819,8975,shadow,תצל
2820,8985,fasting,יצם
2821,8994,edge,קצם
2822,8995,ran,רצם
2823,8997,fast,תצם
2824,8998,runner,אצן
2825,9011,bud,נצן
2826,9012,scene,סצן
2827,9013,lignin,עצן
2828,9015,voyeur,צצן
2829,9021,Bess,בצס
2830,9027,half,חצס
2831,9043,greed,בצע
2832,9044,root,גצע
2833,9046,offer,הצע
2834,9048,sweat,זצע
2835,9049,grass,חצע
2836,9053,offer,לצע
2837,9054,platform,מצע
2838,9055,offer,נצע
2839,9056,step,סצע
2840,9058,wound,פצע
2841,9060,cut,קצע
2842,9061,hurt,רצע
2843,9062,swim,שצע
2844,9063,offer,תצע
2845,9065,afloat,בצף
2846,9071,cheeky,חצף
2847,9079,fly,עצף
2848,9080,pop,פצף
2849,9081,pop,צצף
2850,9082,foam,קצף
2851,9083,sequence,רצף
2852,9084,floating,שצף
2853,9088,squat,גצץ
2854,9089,splashed,דצץ
2855,9093,gravel,חצץ
2856,9098,sucking,מצץ
2857,9099,glitter,נצץ
2858,9101,earthenware,עצץ
2859,9102,detonator,פצץ
2860,9104,cut,קצץ
2861,9105,ran,רצץ
2862,9109,dough,בצק
2863,9117,cast,יצק
2864,9125,squeal,צצק
2865,9127,ran,רצק
2866,9129,pour,תצק
2867,9131,ore,בצר
2868,9139,inclination,יצר
2869,9140,narrow,כצר
2870,9142,strait,מצר
2871,9143,scion,נצר
2872,9145,stop,עצר
2873,9148,short,קצר
2874,9150,Shatter,שצר
2875,9151,trouble,תצר
2876,9154,bump,גצש
2877,9155,splash,דצש
2878,9169,twitter,צצש
2879,9171,rattling,רצש
2880,9174,acceleration,אצת
2881,9189,advice,עצת
2882,9196,Aka,אקא
2883,9205,Yaka,יקא
2884,9206,as,כקא
2885,9211,Aka,עקא
2886,9213,Cheka,צקא
2887,9216,Shaka,שקא
2888,9221,trace,דקב
2889,9227,winery,יקב
2890,9230,mace,מקב
2891,9231,puncture,נקב
2892,9237,decay,רקב
2893,9243,check,דקג
2894,9247,celebrated,חקג
2895,9256,corkscrew,פקג
2896,9263,checked,בקד
2897,9265,accurate,דקד
2898,9267,and,וקד
2899,9274,target,מקד
2900,9275,dot,נקד
2901,9278,chief,פקד
2902,9280,cockroach,קקד
2903,9284,Aka,אקה
2904,9290,Zeke,זקה
2905,9293,Yaka,יקה
2906,9299,Aka,עקה
2907,9300,cam,פקה
2908,9302,poop,קקה
2909,9303,temple,רקה
2910,9304,drink,שקה
2911,9308,gecko,גקו
2912,9313,imitate,חקו
2913,9318,from,מקו
2914,9326,line,שקו
2915,9330,six,גקז
2916,9339,Lex,לקז
2917,9341,drain,נקז
2918,9345,click,צקז
2919,9347,concentrate,רקז
2920,9354,take,הקח
2921,9360,take,כקח
2922,9362,taking,מקח
2923,9365,stubborn,עקח
2924,9366,inspector,פקח
2925,9369,perfumer,רקח
2926,9370,talk,שקח
2927,9371,take,תקח
2928,9374,jacket,גקט
2929,9378,jacket,זקט
2930,9379,quiet,חקט
2931,9380,tact,טקט
2932,9383,collection,לקט
2933,9385,took,נקט
2934,9389,quiet,צקט
2935,9391,rocket,רקט
2936,9395,versed,בקי
2937,9397,thin,דקי
2938,9401,khaki,חקי
2939,9407,net,נקי
2940,9408,ski,סקי
2941,9409,stubborn,עקי
2942,9419,thin,דקך
2943,9422,Zach,זקך
2944,9429,click,נקך
2945,9432,corkscrew,פקך
2946,9437,yours,תקך
2947,9439,easy,בקל
2948,9445,farm,חקל
2949,9451,easily,נקל
2950,9457,Rachel,רקל
2951,9472,place,מקם
2952,9473,revenge,נקם
2953,9475,curvature,עקם
2954,9479,tissue,רקם
2955,9480,rose,שקם
2956,9485,dean,דקן
2957,9490,technical,טקן
2958,9491,Ken,יקן
2959,9497,Akan,עקן
2960,9498,pecan,פקן
2961,9502,nest,שקן
2962,9503,standard,תקן
2963,9512,ceremony,טקס
2964,9513,X,יקס
2965,9515,Lex,לקס
2966,9516,Max,מקס
2967,9518,sex,סקס
2968,9523,Rex,רקס
2969,9525,ceremony,תקס
2970,9527,split,בקע
2971,9528,dent,גקע
2972,9532,buttock,זקע
2973,9533,stuck,חקע
2974,9534,plugged,טקע
2975,9535,Ike,יקע
2976,9537,sprain,לקע
2977,9538,outlet,מקע
2978,9539,sprain,נקע
2979,9541,sprain,עקע
2980,9542,burst,פקע
2981,9545,background,רקע
2982,9546,socket,שקע
2983,9547,plug,תקע
2984,9552,girth,הקף
2985,9554,erect,זקף
2986,9557,girth,יקף
2987,9560,hyphen,מקף
2988,9564,blinked,פקף
2989,9569,valid,תקף
2990,9585,stung,עקץ
2991,9590,abomination,שקץ
2992,9591,snap,תקץ
2993,9594,gecko,גקק
2994,9595,minutely,דקק
2995,9598,refiner,זקק
2996,9599,enact,חקק
2997,9600,click,טקק
2998,9601,yuck,יקק
2999,9603,lick,לקק
3000,9604,cockroach,מקק
3001,9605,nick,נקק
3002,9607,lame,עקק
3003,9608,cork,פקק
3004,9609,click,צקק
3005,9613,click,תקק
3006,9614,acre,אקר
3007,9621,research,חקר
3008,9629,futile,עקר
3009,9630,packer,פקר
3010,9635,flat,תקר
3011,9639,insist,דקש
3012,9642,ask,זקש
3013,9643,straw,חקש
3014,9645,straw,יקש
3015,9647,press,לקש
3016,9648,key,מקש
3017,9649,tap,נקש
3018,9651,stubborn,עקש
3019,9653,click,צקש
3020,9654,straw,קקש
3021,9656,shake,שקש
3022,9657,tap,תקש
3023,9665,decree,חקת
3024,9670,Mark,מקת
3025,9672,Skat,סקת
3026,9674,cam,פקת
3027,9676,poop,קקת
3028,9677,temple,רקת
3029,9684,see,הרא
3030,9686,seed,זרא
3031,9689,fear,ירא
3032,9690,read,כרא
3033,9694,Sarah,סרא
3034,9696,wild,פרא
3035,9698,read,קרא
3036,9701,look,תרא
3037,9702,ambush,ארב
3038,9709,sword,חרב
3039,9714,maximum,מרב
3040,9715,fight,נרב
3041,9716,refuse,סרב
3042,9717,evening,ערב
3043,9720,battle,קרב
3044,9723,multiply,תרב
3045,9724,fabric,ארג
3046,9725,screw,ברג
3047,9726,Greg,גרג
3048,9727,echelon,דרג
3049,9728,killing,הרג
3050,9733,shot,ירג
3051,9734,as,כרג
3052,9742,Krag,קרג
3053,9745,slap,תרג
3054,9746,bronze,ארד
3055,9747,hail,ברד
3056,9748,itchy,גרד
3057,9751,rose,ורד
3058,9752,twig,זרד
3059,9753,anxious,חרד
3060,9754,thrush,טרד
3061,9758,revolt,מרד
3062,9759,descend,נרד
3063,9762,mule,פרד
3064,9763,itchy,צרד
3065,9770,live,גרה
3066,9772,pregnant,הרה
3067,9774,foreign,זרה
3068,9777,shot,ירה
3069,9780,bile,מרה
3070,9783,awake,ערה
3071,9784,cow,פרה
3072,9788,Sarah,שרה
3073,9790,Aro,ארו
3074,9792,lived,גרו
3075,9793,Drew,דרו
3076,9799,shot,ירו
3077,9800,meet,כרו
3078,9806,Peru,פרו
3079,9807,trouble,צרו
3080,9811,turn,תרו
3081,9812,cedar,ארז
3082,9813,tap,ברז
3083,9814,mortise,גרז
3084,9818,catalyst,זרז
3085,9819,rhyme,חרז
3086,9822,poster,כרז
3087,9825,faucet,נרז
3088,9829,catalyst,צרז
3089,9834,host,ארח
3090,9842,trouble,טרח
3091,9843,moon,ירח
3092,9846,paste,מרח
3093,9847,Norah,נרח
3094,9848,excess,סרח
3095,9850,flower,פרח
3096,9852,ice,קרח
3097,9856,Art,ארט
3098,9857,beret,ברט
3099,9863,stylus,חרט
3100,9866,scratch,כרט
3101,9868,Mart,מרט
3102,9870,movie,סרט
3103,9872,individual,פרט
3104,9874,carat,קרט
3105,9878,lion,ארי
3106,9879,clear,ברי
3107,9886,fresh,טרי
3108,9887,shooting,ירי
3109,9888,curry,כרי
3110,9889,Larry,לרי
3111,9890,Mary,מרי
3112,9891,Neri,נרי
3113,9892,Sri,סרי
3114,9894,fruit,פרי
3115,9895,balm,צרי
3116,9896,curry,קרי
3117,9898,sherry,שרי
3118,9899,Teri,תרי
3119,9901,knee,ברך
3120,9903,way,דרך
3121,9907,lattice,חרך
3122,9909,thigh,ירך
3123,9910,volume,כרך
3124,9912,gravy,מרך
3125,9913,soft,נרך
3126,9915,value,ערך
3127,9916,hard,פרך
3128,9918,soft,קרך
3129,9919,soft,ררך
3130,9920,fern,שרך
3131,9922,Earl,ארל
3132,9925,Daryl,דרל
3133,9932,Carl,כרל
3134,9937,uncircumcised,ערל
3135,9939,Charles,צרל
3136,9940,Karl,קרל
3137,9945,however,ברם
3138,9946,gram,גרם
3139,9950,current,זרם
3140,9951,boycott,חרם
3141,9954,vineyard,כרם
3142,9958,serum,סרם
3143,9959,heap,ערם
3144,9961,snarl,צרם
3145,9962,cream,קרם
3146,9963,Ram,ררם
3147,9966,Arne,ארן
3148,9967,Bern,ברן
3149,9969,Darren,דרן
3150,9971,Vern,ורן
3151,9972,mattress,זרן
3152,9975,Iran,ירן
3153,9976,Karen,כרן
3154,9980,captain,סרן
3155,9983,sad,צרן
3156,9986,Sharan,שרן
3157,9988,venom,ארס
3158,9990,shred,גרס
3159,9992,destruction,הרס
3160,9995,clay,חרס
3161,9998,belly,כרס
3162,9999,Lars,לרס
3163,10000,March,מרס
3164,10002,Seres,סרס
3165,10006,hook,קרס
3166,10009,corn,תרס
3167,10011,bad,ברע
3168,10012,cupper,גרע
3169,10016,seed,זרע
3170,10019,hurt,ירע
3171,10022,companion,מרע
3172,10028,rupture,קרע
3173,10029,bad,ררע
3174,10034,graph,גרף
3175,10039,despite,חרף
3176,10040,prey,טרף
3177,10044,Murph,מרף
3178,10052,resin,שרף
3179,10054,country,ארץ
3180,10060,sprung,זרץ
3181,10061,slot,חרץ
3182,10064,hookworm,כרץ
3183,10066,March,מרץ
3184,10067,vehemently,נרץ
3185,10068,creeper,סרץ
3186,10070,breach,פרץ
3187,10073,ran,ררץ
3188,10079,Derek,דרק
3189,10083,insect,חרק
3190,10084,trek,טרק
3191,10085,vegetable,ירק
3192,10086,Kirk,כרק
3193,10088,soup,מרק
3194,10089,nark,נרק
3195,10090,futile,סרק
3196,10091,deserted,ערק
3197,10094,crack,קרק
3198,10097,spit,תרק
3199,10100,drag,גרר
3200,10101,dribble,דרר
3201,10104,small,זרר
3202,10105,pierced,חרר
3203,10110,bitter,מרר
3204,10113,appeal,ערר
3205,10116,cold,קרר
3206,10121,brush,ברש
3207,10122,apostrophe,גרש
3208,10125,Warsaw,ורש
3209,10127,deaf,חרש
3210,10130,plank,כרש
3211,10132,Marsh,מרש
3212,10133,Naresh,נרש
3213,10135,cradle,ערש
3214,10136,horseman,פרש
3215,10138,board,קרש
3216,10146,pregnant,הרת
3217,10149,engraver,חרת
3218,10151,shot,ירת
3219,10152,Crete,כרת
3220,10154,Mrs,מרת
3221,10156,server,סרת
3222,10159,trouble,צרת
3223,10167,grass,דשא
3224,10171,secret,חשא
3225,10172,grass,טשא
3226,10176,burden,משא
3227,10177,carried,נשא
3228,10179,Asa,עשא
3229,10182,straw,קשא
3230,10185,bear,תשא
3231,10190,answer,השב
3232,10193,accountant,חשב
3233,10198,breeze,משב
3234,10201,grass,עשב
3235,10204,attention,קשב
3236,10212,achievement,השג
3237,10215,dark,חשג
3238,10220,catch,משג
3239,10221,won,נשג
3240,10230,cascade,אשד
3241,10237,suspicion,חשד
3242,10241,marrow,לשד
3243,10252,woman,אשה
3244,10259,felt,חשה
3245,10262,when,כשה
3246,10264,Moses,משה
3247,10272,six,ששה
3248,10275,Shaw,בשו
3249,10276,approach,גשו
3250,10281,felt,חשו
3251,10284,as,כשו
3252,10285,Shu,לשו
3253,10287,married,נשו
3254,10289,did,עשו
3255,10291,wait,צשו
3256,10292,hard,קשו
3257,10295,drink,תשו
3258,10298,browse,גשז
3259,10325,dark,חשח
3260,10327,Jesus,ישח
3261,10328,as,כשח
3262,10335,dry,צשח
3263,10336,tough,קשח
3264,10345,esophagus,ושט
3265,10347,sensed,חשט
3266,10348,blur,טשט
3267,10352,flotilla,משט
3268,10358,decorate,קשט
3269,10360,sailing,ששט
3270,10361,swim,תשט
3271,10364,approach,גשי
3272,10369,sense,חשי
3273,10372,when,כשי
