,Gmatria Value,English,Hebrew
20970,85,"['to be managed', 'to be organized', 'to be administrated']",נהל
20971,85,"['regulation', 'accepted practice', 'procedure']",נהל
20972,121,['(biblical) thorn'],נהלול
20973,95,['procedural'],נהלי
20974,115,['Nahalal (name of moshav)'],נהלל
20975,95,"['(literary) to rage', 'to roil']",נהם
20976,95,"['to growl', 'to roar', 'to moan', 'to groan']",נהם
20977,100,"['(literary) growling', 'roaring', '(literary) moaning', 'groaning']",נהמה
20978,110,"['to enjoy', 'to have fun', 'to derive pleasure from']",נהנה
20979,110,['beneficiary'],נהנה
20980,555,['hedonist'],נהנתן
20981,961,['hedonism'],נהנתנות
20982,565,['hedonistic'],נהנתני
20983,155,"['to become', 'to be turned over']",נהפך
20984,155,"['(literary) to bray', '(literary) to cry out', 'to moan']",נהק
20985,255,['river'],נהר
20986,255,"['to throng', 'to surge', 'to flow (people)']",נהר
20987,255,"['(literary) to glow', 'to sparkle', 'to shine']",נהר
20988,258,['to be killed'],נהרג
20989,260,"['(literary) brightness', 'illumination']",נהרה
20990,270,['Nahariya (name of city)'],נהריה
20991,315,"['to be destroyed', 'to be ruined', '(slang) to be exhausted', 'to be tired out']",נהרס
20992,56,"['(Yiddish) (colloquial) hurry up!', '(Yiddish) (colloquial) So?', 'Hey', 'Eh?']",נו
20993,87,['(literary) to act like a fool'],נואל
20994,87,"['(literary) idiotic', 'foolish', 'stupid', 'imbecilic']",נואל
20995,97,['speaker'],נואם
20996,137,"['adulterer', 'נואפת - adulteress']",נואף
20997,357,"['desperate', 'hopeless']",נואש
20998,357,"['to despair', 'to lose hope', 'to give up']",נואש
20999,763,"['desperately', 'franticly']",נואשות
21000,63,['(astronomy) nova'],נובה
21001,506,['Novosibirsk (Siberian city)'],נובוסיבירסק
21002,574,['(french) nouveau riche'],נובוריש
21003,526,['prairie dog'],נובחנית
21004,88,"['dry', 'withered', 'wilted']",נובל
21005,93,['novella'],נובלה
21006,144,['(chemistry) nobelium'],נובליום
21007,167,['novelist'],נובליסט
21008,300,['November'],נובמבר
21009,128,"['gushing', 'flowing']",נובע
21010,63,"['opposing', 'contradictory']",נוגד
21011,113,['(medicine) antibody'],נוגדן
21012,519,"['feeling of hostility or opposition', 'reaction of antibodies']",נוגדנות
21013,64,"['sad', 'melancholy', 'doleful']",נוגה
21014,465,"['(literary) dolefully', 'sadly', 'mournfully']",נוגות
21015,68,['nougat'],נוגט
21016,109,['(literary) player (music)'],נוגן
21017,359,"['(biblical) taskmaster', '(flowery) oppressor']",נוגש
21018,60,"['wanderer', 'vagabond', 'nomad', 'נוודים - migrants', 'nomads']",נוד
21019,60,"['(flowery) wanderings', 'vagabondage', 'journey', 'migratory']",נוד
21020,60,"['(flowery) wanderings', 'vagabondage', 'journey', 'migratory']",נוד
21021,60,"['(flowery) wanderings', 'vagabondage', 'journey', 'migratory']",נוד
21022,60,"['(flowery) wanderings', 'vagabondage', 'journey', 'migratory']",נוד
21023,64,"['wandering', 'migrant']",נודד
21024,466,['nomadism'],נודות
21025,70,['nomadic'],נודי
21026,117,"['nudism', 'naturism']",נודיזם
21027,139,"['nudist', 'naturist']",נודיסט
21028,220,"['(slang) nuisance', 'bothersome person', '(colloquial) automatic repeat dialer on a telephone']",נודניק
21029,130,"['to become known to', ""to be brought to one's attention"", 'to be known']",נודע
21030,130,"['famous', 'well-known']",נודע
21031,61,"['house', 'hostel', 'home', '(flowery) abode']",נוה
21032,61,"['(literary) beautiful', 'pleasant']",נוה
21033,71,"['navigation', 'orienteering']",נווט
21034,92,"['(literary) dismalness', 'ugliness']",נוול
21035,112,"['atrophy', 'degeneration']",נוון
21036,122,['degenerative'],נווני
21037,123,"['nosology', 'classification of diseases']",נוזולוגיה
21038,93,"['liquid', 'fluid', 'נוזלים - (biology, diet) fluids']",נוזל
21039,103,"['liquid', 'fluid']",נוזלי
21040,203,['reproachful'],נוזפני
21041,64,"['comfortable', 'easy', 'convenient', 'easy-going']",נוח
21042,64,['(military) at ease'],נוח
21043,470,"['comfort', 'ease', ""לנוחותו - for one's comfort""]",נוחות
21044,480,"['ease', 'comfort', 'pleasure', 'convenience', 'washroom', 'W.C.']",נוחיות
21045,65,"['to navigate', 'to maneuver']",נוט
21046,65,"['navigator', 'scout']",נוט
21047,65,"['to be steered (a ship, a plane)']",נוט
21048,127,['nota bene'],נוטה בנה
21049,471,['navigation'],נוטות
21050,115,['GPS navigator'],נוטן
21051,265,"['(Israeli history) Jewish guard in the British police force during the British Mandate period (1917-1948).', '(biblical) vineyard keeper', 'guard']",נוטר
21052,671,['(Israeli history) Jewish guard brigade in the British police force during the British Mandate period (1917-1948).'],נוטרות
21053,280,"['nutria', 'coypu']",נוטריה
21054,331,['(law) notary'],נוטריון
21055,341,['(law) notaries'],נוטריוני
21056,431,"['initials', 'acronym']",נוטריקון
21057,66,"['beauty', 'ornamentation']",נוי
21058,71,['Noya (Hebrew name)'],נויה
21059,272,"['(medicine) neuro- (neurology, neurosis, neurotic)']",נוירו
21060,329,['neurobiologist'],נוירוביולוג
21061,339,['neurobiological'],נוירוביולוגי
21062,344,['neurobiology'],נוירוביולוגיה
21063,284,['(psychiatry) neurosis'],נוירוזה
21064,291,['(psychiatry) neurotic'],נוירוטי
21065,850,['(medicine) neurotransmitter'],נוירוטרנסמיטר
21066,711,['neurosurgeon'],נוירוכירורג
21067,726,['neurosurgery'],נוירוכירורגיה
21068,311,['(medicine) neurologist'],נוירולוג
21069,321,['(medicine) neurological'],נוירולוגי
21070,326,['(medicine) neurology'],נוירולוגיה
21071,322,"['(biology) neuron', 'nerve cell']",נוירון
21072,487,['neuropsychologist'],נוירופסיכולוג
21073,502,['neuropsychology'],נוירופסיכולוגיה
21074,767,['neuropathy'],נוירופתיה
21075,84,"['to be proven', 'to be convinced']",נוכח
21076,84,['attender'],נוכח
21077,84,['(grammar) second person (masculine singular)'],נוכח
21078,490,"['attendance', 'presence']",נוכחות
21079,490,['(grammar) second person (feminine plural)'],נוכחות
21080,94,"['current', 'present', 'prevailing']",נוכחי
21081,134,['(grammar) second person (masculine plural)'],נוכחים
21082,484,['(grammar) second person (feminine singular)'],נוכחת
21083,106,"['swindler', 'con man', 'liar', 'cheat', 'scoundrel']",נוכל
21084,512,"['fraud', 'falsehood', 'swindle']",נוכלות
21085,136,['(banking) factor'],נוכס
21086,86,['loom'],נול
21087,90,"['to be born', 'to be born to', 'to come into being', 'to be created']",נולד
21088,110,['nomadic'],נומדי
21089,156,['nomology'],נומולוגיה
21090,521,['nomothetic'],נומותטי
21091,177,['(grammar) nominative'],נומינטיב
21092,196,['(economy) nominal'],נומינלי
21093,243,['nominalism'],נומינליזם
21094,265,['nominalist'],נומינליסט
21095,215,"['numismatist', 'coin collector']",נומיסמט
21096,225,['numismatic'],נומיסמטי
21097,330,"['numismatics', 'coin collecting']",נומיסמטיקה
21098,496,['nomenclature'],נומנקלטורה
21099,341,['numerologist'],נומרולוג
21100,356,['numerology'],נומרולוגיה
21101,306,['numeric'],נומרי
21102,326,['(mathematics) numeral'],נומרל
21103,106,['to atrophy'],נון
21104,106,"['Nun', 'the 14th letter of the Hebrew alphabet']",נון
21105,106,"['(slang) failure', '(slang) ""loser""']",נון
21106,106,['non- (nonconformism)'],נון
21107,516,['fish dish'],נונית
21108,276,['nonsense'],נונסנס
21109,645,['nonconformism'],נונקונפורמיזם
21110,667,['nonconformist'],נונקונפורמיסט
21111,505,['nonchalant'],נונשלנטי
21112,911,"['nonchalance', 'apathy']",נונשלנטיות
21113,120,"['to be founded', 'to be established']",נוסד
21114,168,['nostalgic'],נוסטלגי
21115,173,['nostalgia'],נוסטלגיה
21116,186,"['traveler', 'passenger']",נוסע
21117,196,['to be added to'],נוסף
21118,196,['additional'],נוסף
21119,126,"['(flowery) movement', 'wandering']",נוע
21120,130,"['to be designed for', 'to be intended for', 'to be designated', 'to be destined (ל) (ל) (ל)', 'to meet', 'to get together']",נועד
21121,133,"['daring', 'courageous', 'presumptuous', 'original', 'revolutionary', 'far-fetched']",נועז
21122,133,"['daring', 'courageous', 'presumptuous', 'original', 'revolutionary', 'far-fetched']",נועז
21123,539,"['daring', 'courage', 'originality', 'innovativeness']",נועזות
21124,216,['to consult with'],נועץ
21125,136,"['view', 'scenery', 'landscape']",נוף
21126,136,['treetop'],נוף
21127,141,['(ecology) biome'],נופה
21128,146,"['scenic', 'of or pertaining to natural scenery']",נופי
21129,1472,"[""to land on one's feet"", ""to fall on one's feet""]",נופל [נוחת] תמיד על הרגלים
21130,216,"['fallen', 'those who died in battle']",נופלים
21131,216,['to wave'],נופף
21132,336,['water lily'],נופר
21133,436,['vacationer'],נופש
21134,151,"['feather', 'plume', 'quill pen']",נוצה
21135,156,['feather-like'],נוצי
21136,556,['(sports) badminton'],נוצית
21137,236,"['sparkling', 'twinkling', 'shining', 'glowing']",נוצץ
21138,246,"['(literary) to be poured', 'to be cast']",נוצק
21139,346,"['to be created', 'to be made']",נוצר
21140,356,['Christian'],נוצרי
21141,356,['Christian (person)'],נוצרי
21142,173,['(boxing) knockout'],נוקאאוט
21143,158,"['fundamental', 'profound']",נוקב
21144,160,"['shepherd', 'sheep farmer']",נוקד
21145,566,['sheep farming'],נוקדות
21146,210,"['(archaic) punctilious person', 'pedant']",נוקדן
21147,421,"['(music, art, poetry) nocturne']",נוקטורן
21148,216,['(biochemistry) nucleotide'],נוקלאוטיד
21149,243,['(physics) nucleon'],נוקלאון
21150,256,"['vengeful', 'revengeful', 'vindictive']",נוקמני
21151,356,"['(weaponry) striker', 'striking pin', 'firing pin']",נוקר
21152,256,"['(Aramaic) fire', 'flare']",נור
21153,257,"['terrible', 'terrifying', 'horrible', 'awful', '(colloquial) very bad', 'insufferable', 'awe-inspiring', 'awesome (God)']",נורא
21154,257,"['(colloquial) very', '(colloquial) very badly', 'awfully', 'terribly']",נורא
21155,257,['(Aramaic) fire'],נורא
21156,601,['(biochemistry) noradrenaline'],נוראדרנלין
21157,663,"['(biblical) wonders', 'miracles', '(literary) horrors']",נוראות
21158,267,"['(colloquial) awful', 'terrible', 'horrible']",נוראי
21159,271,['Norwegian (person)'],נורבגי
21160,271,['Norwegian'],נורבגי
21161,276,['Norway'],נורבגיה
21162,671,['Norwegian (language)'],נורבגית
21163,270,['Nordic'],נורדי
21164,270,['Nordic (person)'],נורדי
21165,261,"['to be fired (a bullet, a cannon)', 'to be shot (a person, an arrow)']",נורה
21166,261,['light bulb'],נורה
21167,266,['nori (edible seaweeds)'],נורי
21168,666,['buttercup (plant)'],נורית
21169,666,['Nurit (Hebrew name)'],נורית
21170,666,['miniature light bulb'],נורית
21171,301,"['norm', 'custom', '(manufacturing) quota']",נורמה
21172,327,"['normative', 'regular']",נורמטיבי
21173,336,"['normal', 'usual', 'routine', 'regular']",נורמלי
21174,742,"['normalcy', 'routine', 'sanity']",נורמליות
21175,448,['(international relations) normalization'],נורמליזציה
21176,360,['Normandy'],נורמנדי
21177,365,['Normandy'],נורמנדיה
21178,356,['Norman'],נורמני
21179,556,['(literary) to become impoverished'],נורש
21180,556,['(literary) to become impoverished'],נורש
21181,556,['(literary) to become impoverished'],נורש
21182,556,['(literary) to become impoverished'],נורש
21183,556,['(literary) to become impoverished'],נורש
21184,556,['(literary) to become impoverished'],נורש
21185,357,"['topic', 'matter', 'issue', 'theme', '(syntax) subject']",נושא
21186,357,"['bearer', 'carrier', '(banking) -bearing (interest-bearing)']",נושא
21187,367,['(syntax) subjective'],נושאי
21188,922,['aircraft carrier'],נושאת מטוסים
21189,358,"['to be settled', 'to be populated']",נושב
21190,358,"['settled', 'populated']",נושב
21191,361,['creditor'],נושה
21192,406,['very old'],נושן
21193,406,['(biblical and literary) to become old'],נושן
21194,426,['(flowery) to be saved'],נושע
21195,458,"['tracer (bullet, shell)']",נותב
21196,656,"['to be left', 'to remain']",נותר
21197,656,['remaining'],נותר
21198,832,['to stay unchanged'],נותר על כנו
21199,67,['to be sacrificed (on an altar)'],נזבח
21200,262,"['to be careful', 'to be cautious']",נזהר
21201,113,"['to eat', 'to be nourished', 'to be fed (a river, well)', 'to draw from']",נזון
21202,143,"['rebuked', 'censured', 'reprimanded', 'contrite', 'chastened', 'castigated']",נזוף
21203,163,['to be damaged'],נזוק
21204,163,['injured (person)'],נזוק
21205,71,"['broth', 'pottage', 'stew']",נזיד
21206,97,"['fluid', 'unstable', '(finances) liquid']",נזיל
21207,102,['leak'],נזילה
21208,503,"['(finances) solvency', '(banking) liquidity', 'fluidity', 'instability']",נזילות
21209,152,"['reproach', 'rebuke', 'reprimand', 'censure', '(military) discipline']",נזיפה
21210,227,"['(law) damages', 'torts']",נזיקין
21211,267,"['(religion) monk', '(Jewish law) Nazirite', 'religious ascetic', 'hermit']",נזיר
21212,272,['nun'],נזירה
21213,673,"['monasticism', 'asceticism']",נזירות
21214,277,"['ascetic', 'isolationist']",נזירי
21215,277,"['to remember', 'to reminisce', 'to be mentioned']",נזכר
21216,87,"['to leak', 'to drip']",נזל
21217,487,['a runny nose'],נזלת
21218,97,['nose ring'],נזם
21219,115,"['to be abandoned', 'to be neglected']",נזנח
21220,167,"['angry', 'irate', 'furious']",נזעם
21221,167,['(literary) to become angry'],נזעם
21222,227,['to arrive quickly (in response to an alarm)'],נזעק
21223,137,"['to reproach', 'to rebuke', 'to reprimand', 'to censure']",נזף
21224,197,['reproachful'],נזפני
21225,157,"['damage', 'harm']",נזק
21226,157,['to be damaged'],נזק
21227,162,['(computing) malware'],נזקה
21228,237,"['to stand up', 'to stiffen', '(accounting) to be credited to']",נזקף
21229,257,"['to need', 'to require']",נזקק
21230,257,"['needy', 'poor']",נזקק
21231,257,"['needy person', 'poor person']",נזקק
21232,663,['being in need'],נזקקות
21233,357,['(literary) to stand out'],נזקר
21234,257,"['crown', 'wreath']",נזר
21235,257,['to deprive oneself (of something)'],נזר
21236,262,"['to be sprinkled (powder, sand)', 'to be dispersed (people)', 'to be winnowed (grain)']",נזרה
21237,327,"['to be sown (seed, idea)']",נזרע
21238,357,"['to be thrown', 'to be tossed', '(colloquial) to be thrown out', 'to be expelled']",נזרק
21239,58,"['to rest', 'to relax']",נח
21240,58,['(grammar) mute (letter)'],נח
21241,58,['Noah (Hebrew name)'],נח
21242,519,"[""to rest on one's laurels""]",נח על זרי הדפנה
21243,61,['(flowery) to hide oneself'],נחבא
21244,69,"['to bump into', 'to be hurt by', '(sports) to be hit', 'to be struck (a ball, a puck)']",נחבט
21245,90,"['to be bruised', 'to be hurt', 'to be injured']",נחבל
21246,360,['to be bandaged'],נחבש
21247,360,"['(literary) to be incarcerated', 'to be imprisoned']",נחבש
21248,61,"['(literary) to be celebrated (a festival, an occasion)']",נחג
21249,64,"['to be celebrated (a festival, an occasion)']",נחגג
21250,261,['to be worn on a belt'],נחגר
21251,262,['to be penetrated'],נחדר
21252,69,['to be experienced'],נחוה
21253,104,['Nachum (Hebrew name)'],נחום
21254,104,['Nahum (book of the bible)'],נחום
21255,104,"['condolence', 'consolation', 'ניחומים - consolation']",נחום
21256,154,"['necessary', 'required']",נחוץ
21257,364,"['decisive', 'firm', 'steadfast']",נחוש
21258,364,"['guess', 'conjecture', 'hypothesis', 'speculation']",נחוש
21259,369,['(biblical) copper'],נחושה
21260,464,"['inferior', 'lower (status)']",נחות
21261,464,['attenuation'],נחות
21262,70,"['to be foreseen', 'to be expected']",נחזה
21263,69,['to be chopped (wood)'],נחטב
21264,147,"['to be kidnapped', '(colloquial) to be snapped up']",נחטף
21265,98,['swarm (of insects)'],נחיל
21266,564,"['necessity', 'requirement', 'need']",נחיצות
21267,268,"['nostril', '(mechanical engineering) nozzle', 'aperture']",נחיר
21268,273,['snore'],נחירה
21269,273,['slaughter (of an animal)'],נחירה
21270,774,"['firmness', 'insistence', 'decisiveness']",נחישות
21271,473,"['landing', 'touchdown']",נחיתה
21272,874,['inferiority'],נחיתות
21273,88,"['stream', 'brook', 'throng']",נחל
21274,88,"['to gain (victory)', 'to suffer (defeat, disappointment)', 'to inherit']",נחל
21275,90,"['to be milked (a cow, sheep, goat)']",נחלב
21276,93,"['estate', 'privately owned land']",נחלה
21277,97,['to have boiling water poured on (tea leaves)'],נחלט
21278,139,['wagtail (bird)'],נחליאלי
21279,128,['to be dreamed'],נחלם
21280,178,"['to extricate oneself', 'to escape', 'to volunteer', 'to be taken off (footwear)', 'to be removed', 'to be pulled out', 'to be taken out', 'to be extricated']",נחלץ
21281,188,"['to be divided', 'to disagree']",נחלק
21282,388,"['to weaken', 'to be lowered (volume)']",נחלש
21283,98,"['to console', 'to comfort']",נחם
21284,98,"['to be consoled', 'to be comforted']",נחם
21285,98,"['(literary) consolation', 'comfort', '(literary) remorse', 'regret']",נחם
21286,98,['(biblical) to regret'],נחם
21287,102,"['nice', 'pleasant', 'lovely']",נחמד
21288,102,['lovely'],נחמד
21289,508,"['loveliness', 'pleasantness']",נחמדות
21290,103,"['consolation', 'condolence', 'comfort']",נחמה
21291,113,['Nehemia (Hebrew name)'],נחמיה
21292,113,['Nehemia (book of the bible)'],נחמיה
21293,148,['Nachman (Hebrew name)'],נחמן
21294,108,"['to be endowed with (talent, character)']",נחן
21295,117,['to be embalmed'],נחנט
21296,128,['to be inaugurated'],נחנך
21297,208,['to be strangled'],נחנק
21298,138,"['to be saved (time, money, effort)']",נחסך
21299,158,"['to be blocked', 'to be barricaded', 'to be jammed (radio signals)']",נחסם
21300,318,"['(literary) to be less', 'to decrease']",נחסר
21301,145,"['(literary) to hasten', 'to hurry']",נחפז
21302,145,"['hasty', 'hurried']",נחפז
21303,338,['to be dug'],נחפר
21304,150,"['to be quarried', 'to be etched', 'to be engraved']",נחצב
21305,153,"['to be halved', 'to be divided', 'to be crossed (a street, border)']",נחצה
21306,158,['(phonetics) emphatic'],נחצי
21307,258,['to be legislated'],נחקק
21308,258,"['to be engraved', 'to be etched']",נחקק
21309,358,"['to be interrogated', 'to be investigated', 'to be studied', 'to be researched']",נחקר
21310,358,['interrogatee'],נחקר
21311,258,['to snore'],נחר
21312,258,"['to slaughter (an animal)', '(talmudic) to slaughter by stabbing']",נחר
21313,258,"['to dry out', 'to become dry']",נחר
21314,258,"['(literary) snore', 'snoring']",נחר
21315,258,['(flowery) dry (throat)'],נחר
21316,260,"['to be destroyed', 'to be ruined']",נחרב
21317,262,"['to be terrified', 'to be shocked']",נחרד
21318,263,['snore'],נחרה
21319,267,"['to be worked on a lathe', 'to be etched with a stylus', 'to be engraved']",נחרט
21320,348,"['decisive', 'final', 'firm (decision, opinion)']",נחרץ
21321,348,"['to be decided', 'to be decreed']",נחרץ
21322,348,"['to be grooved', 'to be notched', 'to be slit']",נחרץ
21323,754,"['decisively', 'firmly']",נחרצות
21324,754,"['decisiveness', 'finality']",נחרצות
21325,558,['to be ploughed'],נחרש
21326,658,"['to be etched', 'to be engraved']",נחרת
21327,358,"['snake', 'serpent']",נחש
21328,358,"['(literary) magic', 'sorcery', 'witchcraft']",נחש
21329,358,"['to guess', 'to hypothesize', 'to conjecture', 'to speculate']",נחש
21330,360,['to be considered'],נחשב
21331,360,"['to be taken into account', 'to be calculated']",נחשב
21332,362,['to be suspected'],נחשד
21333,394,"['breaker', 'large wave', 'peal (of laughter, thunder)']",נחשול
21334,414,"['(literary) pioneer', 'daring', 'courageous person']",נחשון
21335,414,['Nachshon (also: Nahshon) (Hebrew name)'],נחשון
21336,414,"['series of hairpin bends', '(plumbing) snake', '(botany) pollen tube']",נחשון
21337,424,"['courageous', 'daring', 'pioneering']",נחשוני
21338,368,['serpentine'],נחשי
21339,388,"['faltering', 'lagging']",נחשל
21340,794,"['slowness', 'backwardness']",נחשלות
21341,438,"['to be exposed', 'be revealed', 'to be discovered']",נחשף
21342,458,"['to be desired', 'to be lusted after']",נחשק
21343,458,['desirable'],נחשק
21344,458,"['to be gritted', 'to be gnashed (teeth)', 'to be clenched']",נחשק
21345,758,['copper'],נחשת
21346,768,"['cuprous', 'cupreous', 'coppery']",נחשתי
21347,808,"['(literary) chains', 'fetters']",נחשתים
21348,808,['(biblical) brass serpent'],נחשתן
21349,818,['cupreous'],נחשתני
21350,458,"['(biblical) to be horrified', 'to be terrified']",נחת
21351,458,"['satisfaction', 'pleasure', 'בנחת - quietly', 'pleasantly', 'patiently', 'בנחת - relaxedly', 'unhurriedly']",נחת
21352,458,"['to land', 'to befall']",נחת
21353,458,['(music) flat'],נחת
21354,458,"['to descend upon', 'to beat']",נחת
21355,458,['(military) marine'],נחת
21356,504,['(flowery) baker'],נחתום
21357,478,"['to be cut', 'to be gashed', 'to be scratched', 'to be sliced', '(law) to be decided', 'to be ruled', 'to be decreed']",נחתך
21358,498,"['to be signed', 'to be sealed', 'to be stamped', 'to be concluded']",נחתם
21359,858,['(military) landing craft'],נחתת
21360,70,"['bias', 'tendency']",נטאי
21361,69,"['to be butchered', 'to be slaughtered']",נטבח
21362,91,"['to be dipped', 'to be immersed', '(Christianity) to be baptized']",נטבל
21363,131,"['to be impressed', 'to be stamped', 'to be coined (a word, phrase)']",נטבע
21364,131,['to be drowned'],נטבע
21365,64,"['to be inclined (to do something)', 'to be predisposed', 'to tend to', 'to favor', 'to tilt']",נטה
21366,64,"['(grammar) to be conjugated', 'to be spread out']",נטה
21367,264,['(literary) to be purified'],נטהר
21368,65,"['net (weight, wages, profits)']",נטו
21369,70,['(textiles) to be spun'],נטוה
21370,75,"['slanted', 'bent', 'inclined', '(grammar) inflected']",נטוי
21371,95,"['devoid', 'lacking']",נטול
21372,95,['handling'],נטול
21373,135,"['planted', 'rooted']",נטוע
21374,265,['monitoring'],נטור
21375,751,['(alternative medicine) naturopath'],נטורופת
21376,761,['(alternative medicine) naturopathic'],נטורופתי
21377,766,['(medicine) naturopathy'],נטורופתיה
21378,352,['naturalism'],נטורליזם
21379,374,['naturalist'],נטורליסט
21380,384,['naturalistic'],נטורליסטי
21381,365,"['abandoned', 'happening', 'transpiring', 'taking place (battle, fight)']",נטוש
21382,117,"['to be ground (grain, beef, nuts)', '(slang) to be overdiscussed']",נטחן
21383,74,"['tendency', 'leaning (ideological)', 'trend', '(grammar) declension', 'inflection', 'conjugation']",נטיה
21384,104,"['taking', 'receiving', 'obtaining', 'accepting (responsibility)']",נטילה
21385,144,"['planting (trees)', 'sapling']",נטיעה
21386,149,['(cooking) egg drop'],נטיף
21387,149,['stalactite'],נטיף
21388,154,['dripping (water)'],נטיפה
21389,174,['(internet) netiquette'],נטיקה
21390,178,['(internet) netiquette'],נטיקט
21391,274,"['grudge-bearing', 'guarding']",נטירה
21392,374,['abandonment'],נטישה
21393,89,"['to take', 'to grasp', 'to hold', 'to assume']",נטל
21394,89,"['burden', 'load', 'ballast']",נטל
21395,89,['to be taken away from'],נטל
21396,89,['Natal'],נטל
21397,89,"['carrier', 'a person engaged in transporting']",נטל
21398,89,"['burden', 'load', 'ballast']",נטל
21399,89,"['burden', 'load', 'ballast']",נטל
21400,94,['(Jewish ritual) hand-washing cup'],נטלה
21401,100,"['(religion) to become impure', '(biblical) to transgress']",נטמא
21402,149,"['to be interred', 'to be buried']",נטמן
21403,169,['to be assimilated'],נטמע
21404,299,['(flowery) to hide oneself'],נטמר
21405,129,"['to plant (a tree)', 'to imbue', 'to instill']",נטע
21406,129,['sapling'],נטע
21407,129,['Netta (Hebrew name)'],נטע
21408,129,"['to be planted (a tree, shrub)']",נטע
21409,179,"['to be loaded', 'to be recharged']",נטען
21410,179,"['to be claimed', 'to be avowed']",נטען
21411,179,['(weaponry) muzzle-loading'],נטען
21412,139,"['to drip', 'to leak']",נטף
21413,139,['drop'],נטף
21414,169,"['to harass', 'to annoy', 'to bother', '(slang) to cling to']",נטפל
21415,259,"['(literary) to guard', 'to bear a grudge']",נטר
21416,259,['to monitor'],נטר
21417,259,['to be monitored'],נטר
21418,263,"['to be worried', 'to be concerned', '(talmudic) to be expelled', 'to be removed']",נטרד
21419,295,"['paralyzation', 'hampering', 'neutralization', 'discounting', 'debunking']",נטרול
21420,289,"['to neutralize', 'to discount', 'to debunk']",נטרל
21421,289,['to be neutralized'],נטרל
21422,339,['to be devoured'],נטרף
21423,339,"['to be beaten (eggs)', 'to be capsized (a boat)']",נטרף
21424,359,"['to leave', 'to abandon', 'to neglect']",נטש
21425,359,"['to happen', 'to transpire', 'to take place (battle, fight)']",נטש
21426,60,"['nu', 'the 13th letter of the Greek alphabet']",ני
21427,60,"['(rare) lamentation', 'bemoaning', 'wailing']",ני
21428,269,['(colloquial) toilet tank'],ניאגרה
21429,62,"['saying', 'idiom', 'dialect']",ניב
21430,62,"['eyetooth', 'canine', 'fang']",ניב
21431,62,['Niv (Hebrew name)'],ניב
21432,118,['anthology of sayings'],ניבון
21433,72,['idiomatic'],ניבי
21434,512,['walrus'],ניבתן
21435,273,['Nigerian (person)'],ניגרי
21436,273,['Nigerian'],ניגרי
21437,278,['Nigeria'],ניגריה
21438,64,"['movement', 'waggling']",ניד
21439,64,"['portable', 'mobile', 'moveable']",ניד
21440,64,"['to make mobile', 'to move', '(economics) to allow to fluctuate (exchange rate)']",ניד
21441,64,"['to be made mobile', 'to be moved', '(economics) to be allowed to fluctuate (exchange rate)']",ניד
21442,64,"['(coloquial) cellular telephone', 'mobile telephone']",ניד
21443,470,['mobility'],נידות
21444,464,"['(military, police) patrol vehicle', 'mobile unit (library, television crew, ambulance)']",נידת
21445,162,['nihilism'],ניהיליזם
21446,184,['nihilist'],ניהיליסט
21447,194,['nihilistic'],ניהיליסטי
21448,115,['New Delhi'],ניו דלהי
21449,167,['New Zealand'],ניו זילנד
21450,382,['New York'],ניו יורק
21451,382,['New Mexico'],ניו מקסיקו
21452,177,"['nuance', 'subtlety']",ניואנס
21453,124,['(chemistry) niobium'],ניוביום
21454,70,"['(economics) fluctuation (exchange rate)', '(military) mobility']",ניוד
21455,312,['newsletter'],ניוזלטר
21456,131,['(physics) newton'],ניוטון
21457,305,"['neutral (gear)', 'בניוטרל - (physics) Newton']",ניוטרל
21458,176,['gnocchi'],ניוקי
21459,256,['Newcastle'],ניוקסל
21460,68,"['fixed', 'immobile', 'stationary']",ניח
21461,69,"['okay', 'so be it']",ניחא
21462,82,"['(literary) fragrance', 'scent']",ניחוח
21463,92,['fragrant'],ניחוחי
21464,475,"['(Aramaic) calm', 'serenity']",ניחותא
21465,69,"['rivet', '(clothing) decorative stud']",ניט
21466,668,['nitroglycerin'],ניטרוגליצרין
21467,325,['(physics) neutron'],ניטרון
21468,449,['(chemistry) nitrocellulose'],ניטרוצלולוזה
21469,278,['(chemistry) nitrate'],ניטרט
21470,335,['(physics) neutrino'],ניטרינו
21471,309,['neutral'],ניטרלי
21472,715,['neutrality'],ניטרליות
21473,90,['indigo (plant)'],ניל
21474,146,"['(trademark) nylon', '(colloquial) plastic bag', '(colloquial) clear plastic sheeting']",נילון
21475,146,['(colloquial) lamination'],נילון
21476,156,['Nile'],נילוס
21477,100,['Nili (Hebrew name)'],נילי
21478,100,"['string', 'cord', '(anatomy) capillary']",נים
21479,168,['nimbus (cloud)'],נימבוס
21480,105,"['tone', 'overtone']",נימה
21481,105,"['thread', 'filament', 'strand', 'hair', 'wire', '(music) string']",נימה
21482,166,"['politeness', 'manner', 'courtesy']",נימוס
21483,176,"['polite', 'well-mannered', 'courteous']",נימוסי
21484,582,"['politeness', 'courtesy']",נימוסיות
21485,110,"['very thin', 'very fine', 'very narrow (diameter)', '(anatomy, physics) capillaceous']",נימי
21486,516,['(physics) capillarity'],נימיות
21487,510,['(anatomy) capillary'],נימית
21488,186,['nymphaea (plant)'],נימפאה
21489,185,['nymph'],נימפה
21490,291,['nymphomania'],נימפומניה
21491,686,['nymphomaniac'],נימפומנית
21492,110,['great-grandson'],נין
21493,118,['ninja (expert in Japanese Martial art)'],נינג'ה
